HRT,Aeration,In_S_O,In_S_F,In_S_A,In_S_NH4,In_S_NO2,In_S_NO3,In_S_N2,In_S_PO4,In_S_I,In_S_ALK,In_X_I,In_X_S,In_X_H,In_X_PAO,In_X_PP,In_X_PHA,In_X_AOB,In_X_NOB,In_X_MeP,In_X_MeOH,In_COD,In_TN,In_TP,In_TSS,Out_S_O,Out_S_F,Out_S_A,Out_S_NH4,Out_S_NO2,Out_S_NO3,Out_S_N2,Out_S_PO4,Out_S_I,Out_S_ALK,Out_X_I,Out_X_S,Out_X_H,Out_X_PAO,Out_X_PP,Out_X_PHA,Out_X_AOB,Out_X_NOB,Out_X_MeP,Out_X_MeOH,Out_COD,Out_TN,Out_TP,Out_TSS
33.3045358548734,0.7695568425398376,0.09663313873482625,24.856112156024796,45.037878222504155,20.20500823421903,0.8473234174727107,2.750121888241816,1.3315485753725123,13.60213935694723,68.44359431836622,236.43683158198675,63.28932512348546,143.61006981403332,31.753294665495716,18.206092569543816,6.326261590263193,29.959631298167654,2.2927128838108635,7.3481383566120115,2.3487927662100554,8.380262517006585,434.79684940804407,29.9246926788693,22.23480148502759,257.9534198297226,1.0601847068068115,1.0952130065103414,0.4068878673315602,0.3739032871819111,0.2514330852585782,15.716455779948149,1.381325599585992,7.633662419378251,68.44359431836622,233.94418946026238,71.28862424384583,9.15681568650776,126.18598731321563,25.882869675101524,8.055621120301437,15.78876126714932,3.5445938219320596,7.571050249845108,12.514621497980022,1.1785973990175909,329.3643974498054,29.87491565465582,22.23135721040594,256.38626277771095
34.73740394093818,1.781444401408391,0.3567283353330655,105.88493270261867,19.757144063176675,31.459996590154553,0.8155412829581732,7.1238357385752815,1.872134925837107,11.845098024575984,49.12067774134926,97.8320048777168,44.3697427915902,210.66649572506734,43.69580936705949,32.03120788842105,5.40144707318599,9.560977565996758,2.043298892098252,1.4231651164919308,3.2297504371130055,11.740953544235536,518.5534518538697,46.32151893341825,19.936210990567456,300.70527659249416,3.3015838267779616,1.0347184049638478,0.15985797159405324,0.31532057102359096,0.5584044742326474,27.18745135223096,1.926025967684471,2.9419822844222563,49.12067774134926,93.90543939405771,56.912295299447116,11.73416897881412,196.93374707945628,32.64278068005724,8.654315099225943,0.28564674764431436,4.3569288263328545,2.880812138171523,14.783369799115588,3.5561513268004448,356.06163386783066,46.26762789157089,19.932296519941726,311.0820370053145
29.031310251426955,2.1523601939970245,0.25062265405225,143.36638700314705,59.71261667957747,19.771197202344954,1.1153656329935324,3.726128320494085,1.3911053697908633,8.036099374098434,60.7500695242494,221.39083353238652,80.9278772760889,239.37936495427482,57.89208010955785,57.56168153560454,19.561465762112753,29.09248776346178,6.789978136637432,2.7884809157473627,3.3129702588579684,6.825863632053702,738.2610238983466,35.59100484542515,31.586647225988905,443.53729126117815,3.8684772221320154,2.4956574734607626,0.5176952938668434,0.052812129776805584,0.18605372301542297,10.799480663405253,1.4147142486927375,2.6575766096112172,60.7500695242494,219.37001669051241,94.39746140711918,42.15979679446837,242.50773254488502,62.67078879800528,19.75917968119447,27.693071438223587,6.361204232404239,3.2259819524327313,9.407498971542038,2.508384359207695,542.7794594591154,35.56739596652327,31.584582344597546,478.06095699008716
34.288016245711155,2.1329763545235334,0.18522936535230575,65.57258656063114,32.831809608588244,31.42699585116849,2.5069803780598057,2.0129897610092145,1.4397191381568177,14.511533289494917,21.28004023486711,108.45854935875016,89.3023786518594,214.32460307820105,82.42715815730963,44.97087413039569,3.0021792996207557,29.748950677199055,4.8882107152153385,5.781745338374379,7.934620980085124,1.4559943234538806,591.1283571526411,47.610573149514025,22.794693443377614,388.91845065234435,3.844898087627906,1.0424642938391826,0.1962855511128491,0.17713343563440198,0.16052950092435525,25.144801490422186,1.4467101085813105,0.7933703885257631,21.28004023486711,104.29922631286139,103.53093392783919,12.364291257484018,215.60096231603336,54.55931972759566,14.236173435259412,1.996189507443666,6.712770767282414,6.522642491990392,5.18467356724394,3.404109020435828,423.80590007548784,47.60358217908953,22.795625150406607,397.7468811496379
7.399590658368865,2.0856844372064565,0.18996291332278786,171.10629485693298,75.31743459773212,35.88687693746584,1.5031438764668155,0.19206182512673478,1.9616024220792072,15.455573439848397,41.14218543390194,231.41328295694717,75.56251466644285,105.86238908330152,64.78489675082648,11.205293324840873,13.948373476566358,11.909659361187266,5.172903035040619,7.5081423491200425,10.597893802162163,7.722639619144009,569.5717134593267,45.71174126891523,34.105565001718986,286.3923650934814,0.2481653075686299,41.63129581228629,24.336631198289048,22.04631944480477,0.09901604265162538,0.032014785146630004,7.771741005373215,17.320435032873604,41.14218543390194,230.5965553097525,78.17954148268392,39.38784691671317,200.5021115508359,11.69484198513824,7.397959656443061,23.74553530774247,5.5923349254752495,7.199850524629084,20.011720138722122,1.0537072041271973,473.41217513769533,39.90160268562122,34.10237551230311,349.8739246048243
31.515716578916397,1.2077506092428523,0.04899209458163052,112.52759877478157,75.41387264945443,24.36032889334417,2.3327211042948037,3.311012413979734,1.0564128946303664,13.043015714454212,53.5662923466353,168.0284270112487,109.4592007984693,87.6486224211221,49.26028476867474,52.632895596074036,14.227934881547048,22.551625406258516,4.758850318128128,1.5187093227937054,3.0761915995162177,0.3300674981394263,569.3379524023918,40.3008611514514,31.15957668200019,308.07799742860476,1.7476580222933285,1.2409381112435194,0.41957844921468257,0.1864372466373076,1.1615599679812187,18.85377345859989,1.3835856893890814,4.559773815612027,53.5662923466353,165.00152464998325,120.1046647830723,6.54888407250692,165.3215685129133,66.43463973226523,19.975644745243788,5.7192477274070255,5.864444617524445,2.867368056532206,2.992095353643176,0.38964286739240156,428.0876264093149,39.97368835669268,31.15960517456809,382.76399985361326
7.3685162688780395,1.6682074554803046,0.3878304658552125,142.36808260282325,37.003627855536834,20.277515885130207,2.754902456865929,7.894763181133503,0.08117264315371804,7.819744984360398,35.47001905502435,140.74194899374302,104.12916322769719,78.98367535074688,87.752240877704,49.803803036733264,4.730466187982842,6.45446549766885,1.0824806541631635,4.563585378177739,3.8843583176923624,8.930165826680968,547.6111435362756,43.388612674508295,17.25183845868271,298.18313711609267,0.8683601538168989,25.64732536201427,2.7870511579071326,10.1713461060664,2.7293541009688855,3.4051964904406997,6.798705590941838,6.490623805067726,35.47001905502435,140.2997130646721,106.8868920235904,20.224712224563046,194.56626456816605,54.41593114633531,1.8414680348793033,17.553477559651817,1.3933577179372885,4.949375113591952,13.371535542534724,2.2092702567207705,463.8944059287816,36.67107972672018,17.248624117323164,357.1869729652494
35.31805072009677,1.8347453883136497,0.016117494656825947,70.47223020695368,53.96718391723766,29.726992933500675,1.5982427539482407,4.193900549786324,0.5589946351676541,10.055624636432285,61.014687794415835,170.6658377208604,62.908127162867224,237.78361981432565,99.11409228168479,23.34443496610323,18.80807090584131,17.52412524861035,6.230169659853042,4.820668495738932,7.922849155282896,3.108997182374001,637.1793395477904,46.73310123667335,33.78714819880286,427.9736296086273,3.245801596499717,1.135908561063945,0.318941866920689,0.12924872806750484,0.18549991503695068,23.660678357510697,0.571192023709447,14.35627267827726,61.014687794415835,167.40086979040925,78.88663219763143,12.995002804714701,250.08179737607762,30.656028141704738,10.39323619514767,5.676651058206173,7.32594165858922,5.616194618194318,11.580168948881354,0.518082749537308,453.7077860775187,46.72090384813155,33.78590906581324,382.29758711053825
24.406782084117204,0.6297746106925061,0.06475062254534857,157.1253399035945,73.99908955680974,50.1551595449112,1.5722468667322653,3.702022278106416,0.7826009723757887,2.586243940278713,52.4062488340613,108.8941142050846,98.28929496953072,246.3053112235121,24.15118025641267,41.294821311463245,17.837108524823954,6.115323897303998,4.692806015387081,1.535872002877726,11.437483235964395,9.26617004526195,705.915287970953,62.93650464851096,25.184423069893487,404.93987442709886,0.048201817115167536,24.174943816920855,54.334776712274966,38.161877992435315,0.028201242025038386,0.01585909378075712,8.649556479546172,15.169096651432318,52.4062488340613,108.81693605510631,105.65969244687271,98.29823248989197,159.3761166997902,38.25151730023791,0.17093803760179838,44.46813130474336,4.294053517271895,1.3119478515770746,23.02046015503315,1.0605703798025663,582.5756609736422,55.06954914134057,25.18049865266218,387.1927547136984
30.832000215337438,1.8399114994102828,0.4880538090152855,173.62581790864272,35.64509797406261,41.26739529260554,0.15707289901694774,5.2888165799820115,0.3776766585993952,6.667570141380372,38.43195486032543,104.21960298186735,85.24007821373783,157.1906276337112,89.03041220876396,10.147872924073251,16.49859884799985,8.34045754454929,4.78732601754126,5.448508200525227,2.5872663314188,11.552840751163398,607.8881534859327,56.461394239045774,26.73724175647653,352.73059268975135,1.7520998136094634,1.0325255967440505,0.2568921549847918,0.3337027109530989,0.4628922777273085,33.38877161543538,0.4427995729132082,5.374900560790954,38.43195486032543,99.22508489200894,99.03704837570614,10.311995325621144,254.575060419756,13.805464458274104,11.44740567719513,1.671893500584038,7.885929396294754,7.245605789943569,15.852826058338676,2.155267638663694,434.2543698782341,56.396271324731956,26.732747264987946,393.1589869685301
